id	score
seq_937	-0.3956548869609833
seq_938	-0.38215410709381104
seq_939	-0.40276503562927246
seq_940	-0.38526394963264465
seq_941	-0.36098936200141907
seq_942	-0.3835615813732147
seq_943	-0.36861321330070496
seq_944	-0.3837990462779999
seq_945	-0.388565331697464
seq_946	-0.3946661651134491
seq_947	-0.3946661651134491
seq_948	-0.3750736117362976
seq_949	-0.3750736117362976
seq_950	-0.3750736117362976
seq_951	-0.39576104283332825
seq_952	-0.3813287019729614
seq_953	-0.3771551549434662
seq_954	-0.38136377930641174
seq_955	-0.38196486234664917
seq_956	-0.38242605328559875
seq_957	-0.3834819197654724
seq_958	-0.37820497155189514
seq_959	-0.373696893453598
seq_960	-0.37290385365486145
seq_961	-0.3755113184452057
seq_962	-0.37335556745529175
seq_963	-0.38045987486839294
seq_964	-0.3881814479827881
seq_965	-0.3757445812225342
seq_966	-0.3757445812225342
seq_967	-0.38712769746780396
seq_968	-0.3845326602458954
seq_969	-0.3947611451148987
seq_970	-0.3670825958251953
seq_971	-0.3947611451148987
seq_972	-0.36081042885780334
seq_973	-0.387972891330719
seq_974	-0.36771488189697266
seq_975	-0.37564143538475037
seq_976	-0.37241604924201965
seq_977	-0.3915591537952423
seq_978	-0.3829893469810486
seq_979	-0.39268603920936584
seq_980	-0.3898686170578003
seq_981	-0.3898686170578003
seq_982	-0.3744174540042877
seq_983	-0.37152454257011414
seq_984	-0.3621876835823059
seq_985	-0.3757427930831909
seq_986	-0.3818817138671875
seq_987	-0.3680305480957031
seq_988	-0.3555661737918854
seq_989	-0.3740077018737793
seq_990	-0.3728474974632263
seq_991	-0.36207306385040283
seq_992	-0.38992366194725037
seq_993	-0.36207306385040283
seq_994	-0.36771079897880554
seq_995	-0.3746509552001953
seq_996	-0.3746509552001953
seq_997	-0.3655182719230652
seq_998	-0.3737286329269409
seq_999	-0.3676602840423584
seq_1000	-0.3676602840423584
